year,id,Growth,IE,IH,Debt,FDI,INF,POP,TOP,UR,EXR,GR
2001,22,1.81176866,15.72974,52.76372,53.208811,0.69275725,2.974501,2.431,49.720577,2.674,0.00134353,-0.5762275
2002,22,-2.35286665,16.72192,55.329628,51.992868,1.1802444,2.337302,2.468,53.1443,2.82,0.00159873,-0.5402625
2003,22,3.08280432,16.11751,54.93058,42.883334,0.9864583,-0.051997025,2.347,50.82122,2.781,0.00192543,-0.7534935
2004,22,2.21660237,16.96225,55.09139,37.998538,1.3653467,0.5147818,2.345,53.659203,2.775,0.00207651,-0.6247635
2005,22,1.89854972,21.77097,39.51602,36.129935,1.5255129,1.7113333,2.333,54.903244,2.679,0.00179844,-0.5398674
2006,22,-0.0239031,17.95464,37.439507,17.486673,2.4777083,2.1122859,2.323,54.13624,2.755,0.00200775,-0.5239389
2007,22,0.46618319,17.55364571,44.27264,18.962782,2.5114567,5.8533044,2.323,59.271305,2.8,0.0022442,-0.4434196
2008,22,1.30518112,19.22614,41.627815,19.073493,2.7040474,7.3472023,2.356,62.76177,2.816,0.00212163,-0.268235
2009,22,0.34991148,23.30045,45.615383,29.937418,2.0529954,-2.2480214,2.375,52.30729,2.807,0.00219618,-0.341083
2010,22,0.95226961,2.5106,48.677338,34.600371,1.6877834,1.2286812,2.398,52.457855,2.795,0.00203702,-0.2855436
2011,22,-1.19544188,21.08697,50.7988,32.877236,1.90107,3.4032283,2.654,57.576878,2.853,0.00197254,-0.250523
2012,22,1.25574646,20.79525,52.77386,34.488831,1.5636802,1.4182287,2.699,61.975304,3.896,0.00201141,-0.23996
2013,22,-0.57803553,25.74235,55.2388,36.860469,1.6458176,0.7102455,3.22,60.626766,5.012,0.00210242,-0.1805346
2014,22,2.91207941,24.80131,50.375618,42.365709,2.0361311,-1.090255,3.117,58.442528,5.849,0.00185088,-0.1242113
2015,22,3.15103873,23.77827,50.83868,44.508726,2.3019493,0.13521193,3.025,58.110336,6.757,0.00165971,-0.1627129
2016,22,3.23503572,21.33737,51.14097,47.523587,2.4811032,0.8372849,2.933,54.10817,4.455,0.00160697,-0.184756
2017,22,4.35023573,21.10169,48.895737,61.139422,2.801854,1.3181531,2.843,57.70528,4.078,0.00182832,-0.029733
2018,22,3.27615847,22.65928,48.335365,61.522949,3.667658,0.46098563,2.759,61.78984,3.453,0.00174554,-0.0860241
2019,22,1.8089229,14.69312,48.74661,72.088222,4.5524764,1.7601116,2.678,64.23625,2.863,0.00171261,0.1244277
2020,22,-1.29147593,19.21674,41.573048,81.628292,7.5239573,2.5431468,2.59,60.04687,3.432,0.0018707,0.0852361
2021,22,3.8734326,16.67687,46.87755,89.386597,9.404264,2.180323,2.489,69.37599,3.436,0.00172664,0.1309278
2022,22,1.31913435,16.49155,47.209187,94.629302,10.541124,9.696819,2.447,79.59982,2.837,0.00162602,0.1203621
2023,22,1.79788239,22.54717,44.325565,107.35636,15.60446,5.939478,2.329,71.39303,2.784,0.00168456,0.1516215
2000,23,3.25127058,20.47205,14.461517,37.929027,0.6384275,5.338959,0.827,46.220722,22.788,0.13212658,0.4728977
2001,23,1.82108406,20.47205,14.126282,38.04515,5.3683453,5.7018948,0.891,49.170944,22.652,0.08246403,0.4728977
2002,23,2.72292924,20.0957,13.557768,31.800667,1.1463573,9.494714,1.002,53.4655,22.579,0.11574074,0.4291216
2003,23,1.9282249,19.5923,12.326144,31.514111,0.39749274,5.6794243,0.991,45.72386,22.679,0.15060241,0.4573859
2004,23,3.50654129,19.93463,11.8459015,30.73347,0.27419978,-0.69203943,1.024,45.643574,22.567,0.17761989,0.4701653
2005,23,4.21638585,19.92499,11.312836,29.637126,2.2578187,2.062853,1.002,47.42778,22.472,0.15810277,0.4932407
2006,23,4.53031945,18.00499,10.582864,28.030117,0.20512554,3.2439077,1.042,53.768143,22.304,0.14347202,0.382498
2007,23,4.25469605,18.02707,9.702891,24.325986,1.9775578,6.177812,1.068,57.125137,22.26,0.14684288,0.3321647
2008,23,2.00798658,17.90631,8.8428755,24.044821,3.126866,9.909985,1.237,65.974525,22.407,0.1074691,0.3051168
2009,23,-2.70664075,18.30626,8.109772,26.994638,2.3121748,7.2380953,1.152,49.587536,23.523,0.13550136,0.3762598
2010,23,1.82804672,18.04437,7.995063,31.185363,0.8849046,4.0674953,1.214,50.406086,24.683,0.15079317,0.2719786
2011,23,1.9009205,18.66229,7.7509093,34.74204,0.9033814,5.0008535,1.258,54.63635,24.639,0.12280637,0.3051973
2012,23,0.89717968,19.66995,7.7220197,37.407879,1.0649225,5.7379713,1.688,55.58262,24.727,0.11763114,0.3162949
2013,23,0.80565881,18.6966,7.6100473,40.355904,2.053581,5.780169,1.618,58.875027,24.561,0.09533025,0.3334887
2014,23,-0.25718897,18.98916,5.6639814,43.253385,1.5193274,6.1328297,1.704,59.499573,24.89,0.0863487,0.331414
2015,23,-0.69426529,18.69935,5.7363915,45.195466,0.43873578,4.518691,2.309,56.726677,25.149,0.06432937,0.2444848
2016,23,-0.27778148,18.04874,5.7855144,47.134049,0.6846126,6.6029086,-0.415,55.861256,26.536,0.07307564,0.2013163
2017,23,0.49869596,18.71929,5.834644,48.588208,0.539674,5.186187,1.716,53.53593,27.035,0.0812,0.2227717
2018,23,-0.13748504,18.90159,5.8466635,51.536269,1.3742912,4.5098724,1.649,54.485546,26.906,0.0695572,0.148105
2019,23,-1.38036105,19.60577,5.741118,56.101331,1.3140775,4.102851,1.65,53.897995,28.468,0.0712985,0.1893815
2020,23,-7.6787331,19.6557,6.429427,68.927079,0.9330737,3.2323883,1.595,50.75966,29.217,0.0680923,0.0953251
2021,23,3.25562043,18.93695,6.6101794,68.671757,9.680981,4.6187453,1.487,56.164715,34.007,0.0628717,0.0420935
2022,23,0.62521727,18.89266,6.7182865,70.832465,2.266703,7.0398726,1.342,64.947136,33.268,0.0588459,-0.0015597
2023,23,-0.52385115,19.17063,6.6926317,73.362901,1.0127378,6.075244,1.315,65.67988,32.098,0.0539923,-0.18467
2000,24,3.2802348,28.3886,34.18559,21.964587,2.6631286,1.5919691,1.056,121.29796,2.389,0.02311198,0.2796884
2001,24,2.39873162,24.24134,33.98861,24.578334,4.212235,1.6269089,0.976,120.26797,2.6,0.02261333,0.2796884
2002,24,5.1327501,16.22293,27.897083,30.070356,2.488153,0.69730896,0.948,114.96974,1.82,0.02317411,0.1054802
2003,24,6.19493623,20.86635,27.1678,27.046018,3.4359398,1.8043499,0.916,116.69282,1.54,0.02525846,0.1883012
2004,24,5.34116206,21.45767,26.408852,24.3964,3.3894749,2.7591493,0.877,127.41187,1.51,0.02560085,0.1673729
2005,24,3.29537579,20.54682,27.583063,24.392201,4.339587,4.540369,0.844,137.85387,1.35,0.02437247,0.2466566
2006,24,4.1001178,22.00279,17.656862,23.261117,4.021257,4.6374745,0.817,134.08694,1.22,0.02774275,0.1709682
2007,24,4.59498921,18.48467,14.813794,22.604001,3.2835693,2.241541,0.784,129.87323,1.18,0.02965735,0.1510563
2008,24,0.94728017,18.16285,14.701762,21.99186,2.938249,5.4684896,0.753,140.43701,1.18,0.02865518,0.1042204
2009,24,-1.42135867,18.1783,15.90249,26.795897,2.2759023,-0.8457161,0.724,119.26942,1.49,0.03001228,0.2394144
2010,24,6.79479929,16.22262,14.497379,27.779262,4.3232093,3.2475884,0.617,127.25053,0.622,0.03316607,0.1380751
2011,24,0.21504556,22.63024,13.008713,27.315354,0.6670877,3.8087907,0.626,139.6754,0.66,0.0315545,0.1220647
2012,24,6.58038336,21.3968,13.421868,28.457899,3.2445645,3.0148995,0.613,137.67494,0.58,0.03264603,0.1802694
2013,24,2.08615316,19.12552,12.540233,29.632393,3.7912645,2.1848862,0.562,132.46228,0.249,0.03047517,0.1498463
2014,24,0.45053655,20.53541,12.856081,29.890917,1.2214532,1.8951418,0.498,130.9055,0.576,0.03033704,0.1288639
2015,24,2.65971785,20.623098,11.910617,32.090099,2.2246854,-0.90042496,0.424,124.83966,0.597,0.02770958,0.0674039
2016,24,2.96944155,19.802164,10.813033,30.557332,0.84336436,0.1881497,0.479,120.575226,0.688,0.02790903,0.0943555
2017,24,3.737978,18.362368,11.837904,32.458826,1.8155026,0.6656319,0.367,120.891426,0.83,0.03059891,0.1567658
2018,24,3.90762624,17.16621,10.111096,33.904845,2.7127984,1.0638975,0.239,120.841866,0.765,0.03081683,0.1754361
2019,24,1.90583496,17.014233,8.669603,33.995085,1.0173488,0.7067286,0.171,109.689514,0.716,0.0331631,0.1402125
2020,24,-6.24932633,15.431959,10.542768,45.046972,-0.85798955,-0.84593713,0.162,97.80074,1.099,0.03329216,0.1171649
2021,24,1.43703031,14.691723,9.044496,52.735438,3.040253,1.2303954,0.077,117.252945,1.215,0.02992229,0.2086191
2022,24,2.62640015,14.641651,9.211554,53.530485,2.3917985,-1.6106803,-0.055,132.85872,0.94,0.02893318,0.2274924
2023,24,2.29574176,14.186298,9.934049,54.173707,2.001834,8.478052,-0.037,128.82411,0.733,0.02921986,0.3053878
2000,25,-3.23018836,24.42371,81.618454,66.490342,2.5069826,1.8626059,2.492,48.808002,4.162,0.00141854,-1.3577285
2001,25,-1.65229608,25.73136,80.528625,68.489939,3.468722,3.9195914,2.48,51.394154,4.108,0.00134353,-1.3577285
2002,25,1.28656075,30.70003,79.71883,54.835267,2.398404,3.0598185,2.474,51.609566,4.087,0.00159873,-1.6490728
2003,25,4.09090361,27.75643,78.0413,49.97781,1.5319229,-0.9300009,2.515,55.38998,3.957,0.00192543,-1.6557618
2004,25,-3.36373307,21.83069,75.160484,48.703817,2.5055974,0.39307868,2.363,57.871094,3.992,0.00207651,-1.5516729
2005,25,-6.98809239,17.67808,74.84999,63.082629,2.9797103,6.782929,2.565,61.45428,4.149,0.00179844,-1.7107333
2006,25,-0.23438161,17.28665,73.64611,67.74437,2.7521615,2.2289777,3.127,61.61286,4.229,0.00200775,-1.5805805
2007,25,-4.24863179,18.15452,67.00376,70.50386,1.6597718,0.9456733,3.191,61.77407,3.822,0.0022442,-1.5533698
2008,25,0.74610668,19.24566,66.346054,67.30935,1.1114669,8.694828,3.235,62.307667,3.279,0.00212163,-1.5008022
2009,25,2.10306444,19.37198,65.38479,57.648933,0.98063517,3.7136059,3.224,62.21042,2.847,0.00219618,-1.4472257
2010,25,2.59389116,19.61576,62.27001,33.454207,2.6349328,1.4459451,3.036,66.797485,2.379,0.00203702,-1.3557662
2011,25,2.97777712,16.90379,62.14701,33.808906,13.438803,3.5635147,2.423,77.732315,1.982,0.00197254,-1.3539094
2012,25,3.85614643,17.68043,59.24896,34.341654,2.2445855,2.5771818,2.236,75.71321,2.029,0.00201141,-1.2258191
2013,25,3.56529837,15.49768,57.869534,41.071022,3.0489454,1.8253947,2.081,82.14779,2.084,0.00210242,-1.2580077
2014,25,3.51991609,15.63268,57.304806,44.930257,0.84495044,0.19087508,1.962,70.91565,2.141,0.00185088,-1.0881788
2015,25,3.47161388,16.21164,66.96256,52.382236,4.48027,2.5850039,1.862,69.128136,2.204,0.00165971,-1.0884773
2016,25,2.3424209,15.99131,63.40189,59.909399,-0.76275826,1.2854484,1.765,66.44504,2.968,0.00160697,-0.9579705
2017,25,2.25415669,23.14004,61.46566,57.105557,1.386454,-0.98188984,1.637,58.20886,3.744,0.00182832,-0.9832841
2018,25,2.91487975,21.76909,64.66404,58.023923,-2.574579,0.9277554,1.981,57.57374,2.9,0.00174554,-0.940524
2019,25,2.69276788,19.234783,66.20978,54.933397,4.9437246,0.67465276,2.306,56.342175,2.036,0.00171261,-0.8320045
2020,25,-0.04641364,18.143454,64.325134,62.211094,-0.79089725,1.6992847,2.062,55.065952,2.231,0.0018707,-0.8829002
2021,25,3.17336186,17.453424,69.0046,64.863398,-1.5947881,4.186215,1.709,56.37756,2.344,0.00172664,-0.8770126
2022,25,4.54969715,14.47582,64.16651,67.407511,-2.0042982,7.9675736,1.602,61.575092,1.965,0.00162602,-0.9684392
2023,25,4.19303539,14.823605,64.34122,67.960052,0.81229615,5.4892855,2.204,62.10674339,1.942,0.00168456,-0.9176855
